order_id,supplier_id,supplier_name,supplier_country,category,destination_market,destination_hub,month,month_num,order_date,quantity_units,unit_price_eur,order_value_eur,contracted_sla_days,actual_delivery_days,on_time_delivery,delay_days,quality_pass,defect_rate_pct,invoice_accurate,temperature_breach,payment_terms_days
ORD01018,SUP001,Müller Logistik GmbH,Germany,Dry Goods,France,Paris CDG,2024-03,4,2024-04-22,588,12.91,7591.08,5,5,1,0,1,1.36,1,0,30
ORD01019,SUP001,Müller Logistik GmbH,Germany,Dry Goods,France,Paris CDG,2024-03,4,2024-04-07,780,14.01,10927.8,5,5,1,0,1,2.44,1,0,30
ORD01020,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-15,441,20.33,8965.53,5,5,1,0,1,1.8,0,0,30
ORD01021,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-23,743,21.36,15870.48,5,5,1,0,1,2.38,1,0,30
ORD01022,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-07,682,12.34,8415.88,5,5,1,0,1,1.75,1,0,30
ORD01023,SUP001,Müller Logistik GmbH,Germany,Dry Goods,France,Paris CDG,2024-03,4,2024-03-31,530,16.25,8612.5,5,5,1,0,1,2.08,1,0,30
ORD01024,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-12,775,48.0,37200.0,5,5,1,0,1,0.22,1,0,30
ORD01025,SUP001,Müller Logistik GmbH,Germany,Dry Goods,France,Paris CDG,2024-03,4,2024-04-10,290,39.01,11312.9,5,5,1,0,1,1.82,1,0,30
ORD01026,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-19,776,20.45,15869.2,5,5,1,0,1,0.76,1,0,30
ORD01027,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-12,737,16.76,12352.12,5,5,1,0,0,8.04,1,0,30
ORD01028,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-05,565,17.46,9864.9,5,5,1,0,1,1.4,1,0,30
ORD01029,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-16,493,22.35,11018.55,5,5,1,0,1,0.13,1,0,30
ORD01030,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-26,337,9.86,3322.82,5,5,1,0,1,0.85,1,0,30
ORD01031,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Italy,Milan,2024-03,4,2024-04-26,320,14.46,4627.2,5,5,1,0,1,0.49,1,0,30
ORD01032,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Spain,Madrid,2024-03,4,2024-04-24,204,7.14,1456.56,5,5,1,0,1,1.91,1,0,30
ORD01033,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-04,105,20.08,2108.4,5,5,1,0,1,0.78,1,0,30
ORD01034,SUP002,Bayern Transport AG,Germany,Chilled,Spain,Madrid,2024-03,4,2024-04-01,502,25.46,12779.72,3,3,1,0,1,1.46,1,0,45
ORD01035,SUP002,Bayern Transport AG,Germany,Chilled,Poland,Warsaw,2024-03,4,2024-04-04,176,14.47,2546.79,3,3,1,0,1,0.85,1,0,45
ORD01036,SUP002,Bayern Transport AG,Germany,Chilled,Poland,Warsaw,2024-03,4,2024-04-08,626,40.47,25331.47,3,13,0,10,1,2.99,1,0,45
ORD01037,SUP002,Bayern Transport AG,Germany,Chilled,Germany,Frankfurt,2024-03,4,2024-04-13,128,9.98,1277.34,3,3,1,0,1,0.28,1,0,45
ORD01038,SUP002,Bayern Transport AG,Germany,Chilled,Belgium,Brussels,2024-03,4,2024-04-03,453,8.86,4013.22,3,3,1,0,0,3.95,1,1,45
ORD01039,SUP002,Bayern Transport AG,Germany,Chilled,Spain,Madrid,2024-03,4,2024-04-26,774,20.61,15950.59,3,3,1,0,1,2.87,1,1,45
ORD01040,SUP002,Bayern Transport AG,Germany,Chilled,France,Paris CDG,2024-03,4,2024-04-20,687,31.09,21359.65,3,9,0,6,0,12.0,0,0,45
ORD01041,SUP002,Bayern Transport AG,Germany,Chilled,Germany,Frankfurt,2024-03,4,2024-04-06,99,42.75,4232.29,3,3,1,0,1,2.39,1,0,45
ORD01042,SUP002,Bayern Transport AG,Germany,Chilled,Italy,Milan,2024-03,4,2024-04-12,144,14.64,2107.93,3,3,1,0,1,2.9,1,0,45
ORD01043,SUP002,Bayern Transport AG,Germany,Chilled,Poland,Warsaw,2024-03,4,2024-04-06,216,31.58,6822.14,3,3,1,0,1,1.94,0,0,45
ORD01044,SUP002,Bayern Transport AG,Germany,Chilled,Netherlands,Rotterdam,2024-03,4,2024-04-15,492,18.07,8888.28,3,3,1,0,0,11.13,1,0,45
ORD01045,SUP003,Rhenus Supply Chain,Germany,Frozen,Italy,Milan,2024-03,4,2024-04-06,551,14.78,8142.9,4,4,1,0,1,0.81,1,0,30
ORD01046,SUP003,Rhenus Supply Chain,Germany,Frozen,Spain,Madrid,2024-03,4,2024-04-25,427,25.07,10704.21,4,4,1,0,1,1.28,1,0,30
ORD01047,SUP003,Rhenus Supply Chain,Germany,Frozen,Spain,Madrid,2024-03,4,2024-04-21,279,22.33,6231.24,4,4,1,0,1,2.79,1,0,30
ORD01048,SUP003,Rhenus Supply Chain,Germany,Frozen,France,Paris CDG,2024-03,4,2024-04-09,529,7.33,3877.78,4,4,1,0,0,7.3,1,0,30
ORD01049,SUP003,Rhenus Supply Chain,Germany,Frozen,Netherlands,Rotterdam,2024-03,4,2024-04-26,304,33.72,10251.43,4,4,1,0,1,0.14,1,0,30
ORD01050,SUP003,Rhenus Supply Chain,Germany,Frozen,France,Paris CDG,2024-03,4,2024-04-16,485,32.13,15585.09,4,4,1,0,1,2.16,1,0,30
ORD01051,SUP004,Hellmann Worldwide,Germany,Dry Goods,France,Paris CDG,2024-03,4,2024-04-03,727,11.43,8308.52,6,6,1,0,1,2.53,1,0,60
ORD01052,SUP004,Hellmann Worldwide,Germany,Dry Goods,Spain,Madrid,2024-03,4,2024-04-22,354,19.04,6739.45,6,6,1,0,1,2.27,1,0,60
ORD01053,SUP004,Hellmann Worldwide,Germany,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-08,399,20.0,7979.0,6,9,0,3,1,0.23,1,0,60
ORD01054,SUP004,Hellmann Worldwide,Germany,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-27,739,17.79,13149.4,6,6,1,0,1,0.02,1,0,60
ORD01055,SUP004,Hellmann Worldwide,Germany,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-20,538,11.87,6383.64,6,6,1,0,1,1.97,1,0,60
ORD01056,SUP004,Hellmann Worldwide,Germany,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-15,360,11.16,4018.5,6,6,1,0,1,1.08,1,0,60
ORD01057,SUP004,Hellmann Worldwide,Germany,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-21,454,15.43,7004.31,6,6,1,0,1,0.41,1,0,60
ORD01058,SUP004,Hellmann Worldwide,Germany,Dry Goods,Poland,Warsaw,2024-03,4,2024-03-31,762,28.08,21398.48,6,7,0,1,1,1.95,1,0,60
ORD01059,SUP004,Hellmann Worldwide,Germany,Dry Goods,Spain,Madrid,2024-03,4,2024-04-26,691,20.5,14166.19,6,6,1,0,1,0.26,1,0,60
ORD01060,SUP004,Hellmann Worldwide,Germany,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-15,482,12.98,6254.91,6,6,1,0,1,0.46,1,0,60
ORD01061,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-14,649,25.4,16484.28,4,4,1,0,1,2.49,1,0,30
ORD01062,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-03-31,155,4.16,644.49,4,4,1,0,1,2.94,1,0,30
ORD01063,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-18,660,30.67,20242.53,4,4,1,0,0,3.33,1,0,30
ORD01064,SUP005,Geodis France SAS,France,Dry Goods,Italy,Milan,2024-03,4,2024-04-18,792,7.23,5729.72,4,4,1,0,1,2.45,1,0,30
ORD01065,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-01,590,14.41,8499.54,4,4,1,0,1,1.66,1,0,30
ORD01066,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-13,534,9.86,5264.97,4,4,1,0,1,1.94,1,0,30
ORD01067,SUP005,Geodis France SAS,France,Dry Goods,Spain,Madrid,2024-03,4,2024-03-31,215,9.04,1943.71,4,4,1,0,1,1.03,1,0,30
ORD01068,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-18,751,30.85,23167.6,4,4,1,0,1,2.53,1,0,30
ORD01069,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-09,790,13.67,10800.09,4,4,1,0,0,10.5,1,0,30
ORD01070,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-11,533,20.54,10946.75,4,4,1,0,1,1.87,1,0,30
ORD01071,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-02,733,16.86,12360.58,4,4,1,0,1,0.47,1,0,30
ORD01072,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-13,555,21.91,12161.99,4,4,1,0,1,0.14,1,0,30
ORD01073,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-11,743,17.94,13332.76,4,4,1,0,1,2.68,1,0,30
ORD01074,SUP005,Geodis France SAS,France,Dry Goods,France,Paris CDG,2024-03,4,2024-04-10,490,9.09,4455.57,4,4,1,0,1,1.69,1,0,30
ORD01075,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-25,413,28.41,11734.57,4,4,1,0,1,1.67,1,0,30
ORD01076,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-22,577,13.49,7785.17,4,4,1,0,1,0.15,0,0,30
ORD01077,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-14,163,7.93,1292.18,4,14,0,10,1,2.58,1,0,30
ORD01078,SUP005,Geodis France SAS,France,Dry Goods,Italy,Milan,2024-03,4,2024-04-01,569,13.94,7934.14,4,4,1,0,1,2.61,1,0,30
ORD01079,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-23,349,36.57,12763.45,4,4,1,0,1,1.5,1,0,30
ORD01080,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-20,422,26.42,11148.4,4,4,1,0,1,2.55,1,0,30
ORD01081,SUP005,Geodis France SAS,France,Dry Goods,Spain,Madrid,2024-03,4,2024-04-24,56,14.5,812.03,4,4,1,0,1,1.02,1,0,30
ORD01082,SUP005,Geodis France SAS,France,Dry Goods,France,Paris CDG,2024-03,4,2024-04-08,431,14.5,6249.72,4,4,1,0,1,1.89,1,0,30
ORD01083,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-24,592,14.7,8702.4,4,4,1,0,1,2.41,1,0,30
ORD01084,SUP006,Bolloré Logistics,France,Chilled,Poland,Warsaw,2024-03,4,2024-04-16,748,54.81,40998.63,3,3,1,0,1,0.44,1,0,45
ORD01085,SUP006,Bolloré Logistics,France,Chilled,France,Paris CDG,2024-03,4,2024-04-02,396,23.48,9298.87,3,3,1,0,0,4.48,1,0,45
ORD01086,SUP006,Bolloré Logistics,France,Chilled,Belgium,Brussels,2024-03,4,2024-04-20,204,24.06,4908.28,3,4,0,1,0,11.82,1,0,45
ORD01087,SUP006,Bolloré Logistics,France,Chilled,Netherlands,Rotterdam,2024-03,4,2024-04-13,461,32.49,14975.77,3,3,1,0,1,2.62,1,0,45
ORD01088,SUP006,Bolloré Logistics,France,Chilled,Netherlands,Rotterdam,2024-03,4,2024-03-31,336,21.87,7346.77,3,3,1,0,1,0.44,1,0,45
ORD01089,SUP006,Bolloré Logistics,France,Chilled,Italy,Milan,2024-03,4,2024-04-19,683,17.05,11645.83,3,3,1,0,1,2.66,1,0,45
ORD01090,SUP006,Bolloré Logistics,France,Chilled,Germany,Frankfurt,2024-03,4,2024-04-09,136,17.59,2392.76,3,3,1,0,1,2.18,1,0,45
ORD01091,SUP006,Bolloré Logistics,France,Chilled,Italy,Milan,2024-03,4,2024-04-09,268,18.73,5018.73,3,3,1,0,1,1.56,1,0,45
ORD01092,SUP006,Bolloré Logistics,France,Chilled,France,Paris CDG,2024-03,4,2024-04-25,602,19.05,11465.21,3,3,1,0,1,2.32,1,0,45
ORD01093,SUP006,Bolloré Logistics,France,Chilled,France,Paris CDG,2024-03,4,2024-04-23,111,27.92,3098.99,3,3,1,0,1,1.52,1,0,45
ORD01094,SUP006,Bolloré Logistics,France,Chilled,France,Paris CDG,2024-03,4,2024-04-14,355,19.92,7071.03,3,3,1,0,1,1.02,1,0,45
ORD01095,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-03,4,2024-04-21,596,24.19,14419.86,4,8,0,4,1,0.85,1,0,30
ORD01096,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-03,4,2024-04-04,781,16.11,12578.63,4,4,1,0,1,0.32,1,0,30
ORD01097,SUP007,Norbert Dentressangle,France,Frozen,Poland,Warsaw,2024-03,4,2024-04-11,515,17.44,8982.63,4,4,1,0,1,2.49,1,0,30
ORD01098,SUP007,Norbert Dentressangle,France,Frozen,Germany,Frankfurt,2024-03,4,2024-04-15,269,6.18,1662.74,4,4,1,0,1,1.58,1,0,30
ORD01099,SUP007,Norbert Dentressangle,France,Frozen,Spain,Madrid,2024-03,4,2024-04-27,320,26.52,8486.4,4,4,1,0,1,2.99,1,0,30
ORD01100,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-03,4,2024-04-13,216,19.95,4309.46,4,4,1,0,1,2.13,1,0,30
ORD01101,SUP007,Norbert Dentressangle,France,Frozen,Poland,Warsaw,2024-03,4,2024-04-16,170,27.63,4697.41,4,4,1,0,1,0.1,1,0,30
ORD01102,SUP007,Norbert Dentressangle,France,Frozen,France,Paris CDG,2024-03,4,2024-04-19,468,3.94,1842.61,4,4,1,0,1,0.87,1,0,30
ORD01103,SUP007,Norbert Dentressangle,France,Frozen,Netherlands,Rotterdam,2024-03,4,2024-04-11,360,47.65,17155.58,4,4,1,0,1,0.43,1,0,30
ORD01104,SUP007,Norbert Dentressangle,France,Frozen,Netherlands,Rotterdam,2024-03,4,2024-04-09,270,15.65,4224.64,4,4,1,0,1,0.01,1,0,30
ORD01105,SUP007,Norbert Dentressangle,France,Frozen,France,Paris CDG,2024-03,4,2024-04-13,542,29.19,15822.28,4,4,1,0,1,2.7,1,0,30
ORD01106,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-03,4,2024-04-26,670,9.98,6683.65,4,4,1,0,1,1.91,1,0,30
ORD01107,SUP007,Norbert Dentressangle,France,Frozen,Germany,Frankfurt,2024-03,4,2024-04-27,795,22.79,18115.51,4,4,1,0,1,1.99,1,0,30
ORD01108,SUP007,Norbert Dentressangle,France,Frozen,Spain,Madrid,2024-03,4,2024-04-10,603,9.9,5972.23,4,4,1,0,1,1.33,1,0,30
ORD01109,SUP008,FM Logistic France,France,Dry Goods,Italy,Milan,2024-03,4,2024-04-20,774,11.68,9039.39,5,5,1,0,1,1.93,1,0,60
ORD01110,SUP008,FM Logistic France,France,Dry Goods,Italy,Milan,2024-03,4,2024-04-17,640,41.54,26582.66,5,5,1,0,0,7.7,1,0,60
ORD01111,SUP008,FM Logistic France,France,Dry Goods,Italy,Milan,2024-03,4,2024-03-31,173,14.5,2508.76,5,5,1,0,1,2.89,1,0,60
ORD01112,SUP008,FM Logistic France,France,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-07,772,17.78,13726.24,5,5,1,0,1,0.25,1,0,60
ORD01113,SUP008,FM Logistic France,France,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-12,653,24.65,16094.95,5,5,1,0,1,0.07,1,0,60
ORD01114,SUP008,FM Logistic France,France,Dry Goods,Spain,Madrid,2024-03,4,2024-03-31,590,20.44,12058.36,5,5,1,0,1,0.34,1,0,60
ORD01115,SUP008,FM Logistic France,France,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-09,197,17.2,3388.03,5,5,1,0,1,0.46,1,0,60
ORD01116,SUP008,FM Logistic France,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-05,110,19.15,2106.26,5,5,1,0,1,0.08,1,0,60
ORD01117,SUP008,FM Logistic France,France,Dry Goods,Spain,Madrid,2024-03,4,2024-04-03,377,53.05,19999.59,5,5,1,0,1,0.77,1,0,60
ORD01118,SUP008,FM Logistic France,France,Dry Goods,France,Paris CDG,2024-03,4,2024-04-01,257,15.5,3983.65,5,5,1,0,1,0.71,1,0,60
ORD01119,SUP008,FM Logistic France,France,Dry Goods,Italy,Milan,2024-03,4,2024-04-12,167,17.63,2944.98,5,5,1,0,1,1.66,1,0,60
ORD01120,SUP008,FM Logistic France,France,Dry Goods,France,Paris CDG,2024-03,4,2024-04-13,698,26.98,18829.04,5,5,1,0,1,0.81,1,0,60
ORD01121,SUP008,FM Logistic France,France,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-03,302,27.72,8372.23,5,5,1,0,1,0.38,1,0,60
ORD01122,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-16,258,32.15,8295.11,4,4,1,0,1,1.62,1,0,30
ORD01123,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-17,483,24.44,11804.71,4,13,0,9,1,0.0,1,0,30
ORD01124,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-19,346,10.03,3471.49,4,4,1,0,1,0.18,1,0,30
ORD01125,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Netherlands,Rotterdam,2024-03,4,2024-04-19,306,40.2,12300.47,4,4,1,0,1,1.05,1,0,30
ORD01126,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Italy,Milan,2024-03,4,2024-04-26,572,10.01,5726.64,4,4,1,0,1,1.6,1,0,30
ORD01127,SUP009,Vos Logistics BV,Netherlands,Dry Goods,France,Paris CDG,2024-03,4,2024-04-12,765,20.66,15805.21,4,4,1,0,1,1.67,1,0,30
ORD01128,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Spain,Madrid,2024-03,4,2024-04-06,675,12.18,8223.12,4,4,1,0,1,2.65,1,0,30
ORD01129,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-08,774,17.2,13316.21,4,4,1,0,1,2.95,1,0,30
ORD01130,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Spain,Madrid,2024-03,4,2024-04-19,386,20.93,8079.13,4,4,1,0,1,1.94,1,0,30
ORD01131,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Spain,Madrid,2024-03,4,2024-03-31,59,20.85,1230.43,4,4,1,0,1,2.69,1,0,30
ORD01132,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-12,601,21.93,13182.81,4,4,1,0,1,1.95,1,0,30
ORD01133,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-26,737,39.8,29331.13,4,4,1,0,1,2.92,1,0,30
ORD01134,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Italy,Milan,2024-03,4,2024-04-11,446,22.28,9937.06,4,4,1,0,1,2.09,1,0,30
ORD01135,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Spain,Madrid,2024-03,4,2024-04-11,247,15.71,3881.36,4,4,1,0,1,0.06,1,0,30
ORD01136,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-11,246,28.76,7075.06,4,4,1,0,1,0.91,1,0,30
ORD01137,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-15,421,32.19,13554.01,4,4,1,0,1,2.11,1,0,30
ORD01138,SUP009,Vos Logistics BV,Netherlands,Dry Goods,France,Paris CDG,2024-03,4,2024-04-06,703,9.61,6757.24,4,4,1,0,1,1.71,1,0,30
ORD01139,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Italy,Milan,2024-03,4,2024-04-06,725,23.94,17359.11,4,4,1,0,1,1.81,1,0,30
ORD01140,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Italy,Milan,2024-03,4,2024-04-04,116,25.22,2925.29,4,4,1,0,0,10.7,1,0,30
ORD01141,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-25,330,15.3,5050.19,4,4,1,0,1,2.98,1,0,30
ORD01142,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Italy,Milan,2024-03,4,2024-04-19,308,35.34,10883.98,4,4,1,0,1,0.01,1,0,30
ORD01143,SUP009,Vos Logistics BV,Netherlands,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-20,103,16.48,1697.52,4,4,1,0,1,2.53,1,0,30
ORD01144,SUP010,Bakker Logistiek BV,Netherlands,Chilled,Spain,Madrid,2024-03,4,2024-04-15,420,21.36,8972.12,2,2,1,0,1,2.16,1,0,30
ORD01145,SUP010,Bakker Logistiek BV,Netherlands,Chilled,Italy,Milan,2024-03,4,2024-04-14,373,18.4,6862.3,2,2,1,0,1,0.25,1,1,30
ORD01146,SUP010,Bakker Logistiek BV,Netherlands,Chilled,Belgium,Brussels,2024-03,4,2024-04-07,756,20.22,15282.84,2,2,1,0,1,0.75,1,0,30
ORD01147,SUP010,Bakker Logistiek BV,Netherlands,Chilled,Belgium,Brussels,2024-03,4,2024-04-20,149,11.6,1728.73,2,2,1,0,1,0.07,1,0,30
ORD01148,SUP010,Bakker Logistiek BV,Netherlands,Chilled,Poland,Warsaw,2024-03,4,2024-04-08,303,9.76,2957.28,2,2,1,0,1,1.02,1,0,30
ORD01149,SUP010,Bakker Logistiek BV,Netherlands,Chilled,Poland,Warsaw,2024-03,4,2024-04-07,124,44.53,5521.72,2,2,1,0,1,2.29,1,0,30
ORD01150,SUP011,Jan de Rijk Logistics,Netherlands,Frozen,France,Paris CDG,2024-03,4,2024-04-12,370,12.39,4582.63,3,3,1,0,1,2.35,1,0,45
ORD01151,SUP011,Jan de Rijk Logistics,Netherlands,Frozen,France,Paris CDG,2024-03,4,2024-04-09,675,11.52,7778.02,3,3,1,0,1,2.03,1,0,45
ORD01152,SUP011,Jan de Rijk Logistics,Netherlands,Frozen,Spain,Madrid,2024-03,4,2024-04-12,148,6.44,953.12,3,3,1,0,1,2.59,1,0,45
ORD01153,SUP011,Jan de Rijk Logistics,Netherlands,Frozen,Spain,Madrid,2024-03,4,2024-04-12,525,13.74,7214.81,3,3,1,0,1,1.86,1,0,45
ORD01154,SUP011,Jan de Rijk Logistics,Netherlands,Frozen,Poland,Warsaw,2024-03,4,2024-03-31,514,9.76,5018.44,3,3,1,0,1,0.32,1,0,45
ORD01155,SUP011,Jan de Rijk Logistics,Netherlands,Frozen,Italy,Milan,2024-03,4,2024-04-25,248,42.99,10660.78,3,3,1,0,1,1.53,1,0,45
ORD01156,SUP012,Grupo Logista SA,Spain,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-25,95,23.98,2278.1,6,6,1,0,1,1.31,0,0,60
ORD01157,SUP012,Grupo Logista SA,Spain,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-11,368,10.26,3775.97,6,6,1,0,1,0.44,1,0,60
ORD01158,SUP012,Grupo Logista SA,Spain,Dry Goods,Italy,Milan,2024-03,4,2024-04-10,348,44.62,15529.43,6,6,1,0,1,1.76,1,0,60
ORD01159,SUP012,Grupo Logista SA,Spain,Dry Goods,France,Paris CDG,2024-03,4,2024-04-07,569,23.65,13454.35,6,6,1,0,1,0.16,1,0,60
ORD01160,SUP012,Grupo Logista SA,Spain,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-20,256,12.3,3149.41,6,6,1,0,1,2.0,1,0,60
ORD01161,SUP012,Grupo Logista SA,Spain,Dry Goods,Spain,Madrid,2024-03,4,2024-04-19,759,4.14,3145.9,6,6,1,0,1,2.89,1,0,60
ORD01162,SUP012,Grupo Logista SA,Spain,Dry Goods,Spain,Madrid,2024-03,4,2024-04-10,216,45.5,9827.14,6,6,1,0,0,11.19,1,0,60
ORD01163,SUP012,Grupo Logista SA,Spain,Dry Goods,France,Paris CDG,2024-03,4,2024-04-20,278,7.22,2008.49,6,6,1,0,1,0.64,1,0,60
ORD01164,SUP012,Grupo Logista SA,Spain,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-26,389,6.35,2471.55,6,6,1,0,1,1.2,1,0,60
ORD01165,SUP012,Grupo Logista SA,Spain,Dry Goods,France,Paris CDG,2024-03,4,2024-04-11,60,24.13,1447.78,6,6,1,0,1,0.35,1,0,60
ORD01166,SUP012,Grupo Logista SA,Spain,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-20,649,49.01,31805.67,6,12,0,6,1,0.09,1,0,60
ORD01167,SUP012,Grupo Logista SA,Spain,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-07,318,28.92,9195.54,6,6,1,0,1,1.66,1,0,60
ORD01168,SUP012,Grupo Logista SA,Spain,Dry Goods,France,Paris CDG,2024-03,4,2024-04-05,318,19.18,6100.51,6,7,0,1,1,0.41,1,0,60
ORD01169,SUP012,Grupo Logista SA,Spain,Dry Goods,France,Paris CDG,2024-03,4,2024-04-10,265,19.48,5163.05,6,6,1,0,1,2.43,1,0,60
ORD01170,SUP012,Grupo Logista SA,Spain,Dry Goods,Italy,Milan,2024-03,4,2024-04-25,688,22.18,15257.09,6,18,0,12,1,0.43,0,0,60
ORD01171,SUP012,Grupo Logista SA,Spain,Dry Goods,Poland,Warsaw,2024-03,4,2024-04-06,246,21.15,5202.01,6,6,1,0,1,0.95,1,0,60
ORD01172,SUP012,Grupo Logista SA,Spain,Dry Goods,Belgium,Brussels,2024-03,4,2024-04-07,97,16.66,1615.86,6,6,1,0,1,2.56,1,0,60
ORD01173,SUP012,Grupo Logista SA,Spain,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-10,303,15.24,4618.2,6,6,1,0,1,2.62,1,0,60
ORD01174,SUP012,Grupo Logista SA,Spain,Dry Goods,Italy,Milan,2024-03,4,2024-04-15,264,14.03,3703.18,6,6,1,0,1,2.37,1,0,60
ORD01175,SUP012,Grupo Logista SA,Spain,Dry Goods,Germany,Frankfurt,2024-03,4,2024-04-16,447,9.93,4437.1,6,6,1,0,1,1.53,1,0,60
ORD01176,SUP012,Grupo Logista SA,Spain,Dry Goods,Spain,Madrid,2024-03,4,2024-04-05,379,12.58,4766.0,6,6,1,0,1,1.45,0,0,60
ORD01177,SUP012,Grupo Logista SA,Spain,Dry Goods,Spain,Madrid,2024-03,4,2024-04-08,645,6.2,4001.58,6,6,1,0,0,8.26,1,0,60
ORD01178,SUP013,Transportes Ochoa,Spain,Chilled,Spain,Madrid,2024-03,4,2024-04-27,290,14.41,4178.09,5,5,1,0,1,2.67,1,0,45
